"kind","name","signature","status","evidence","exclusion_reason"
"S4 method","calcSlopes","LogitCournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","LogitCournotALM","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","LogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","LogitNestsALM","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","LogLin","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","PCAIDS","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","PCAIDSNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","Stackelberg","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcSlopes","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","calcVC","Cournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","cdfG","Auction2ndCap","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","cmcr","AIDS","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","cmcr","Auction2ndLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","cmcr","Bertrand","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","cmcr","Cournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","AIDS","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","Auction2ndLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","CES","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","CESNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","Cournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","Linear","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","Logit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","LogitBLP","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","LogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","LogLin","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","VertBarg2ndLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","CV","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","diversion","AIDS","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","diversion","Bertrand","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","diversion","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","diversionHypoMon","AIDS","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","diversionHypoMon","Bertrand","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","elast","AIDS","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","CES","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","CESNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","Cournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","Linear","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","Logit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","LogitBLP","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","LogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","LogLin","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","elast","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getNestsParms","Auction2ndLogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getNestsParms","CESNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getNestsParms","LogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getNestsParms","PCAIDSNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getNestsParms","VertBarg2ndLogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getNestsParms","VertBargBertLogitNests","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getParms","Bertrand","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","getParms","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","hhi","Bertrand","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","hhi","Cournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","hhi","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","HypoMonTest","Bertrand","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","HypoMonTest","Cournot","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","HypoMonTest","VertBargBertLogit","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","ownerToMatrix","Antitrust","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","ownerToMatrix","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","ownerToVec","Antitrust","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","plot","ANY","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","plot","Bertrand","documented-exclusion","ai/package_audit/audit_report.md","Specialized method is not identified by the synthetic core fixture; retain documented example as the review path."
"S4 method","show","Antitrust","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","show","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","summary","ANY","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","summary","Auction2ndCap","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","summary","Auction2ndLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","summary","Bertrand","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","summary","Cournot","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","summary","VertBargBertLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","upp","AIDS","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","upp","Auction2ndLogit","formal-test","tests/testthat/test-public-output-methods.R",""
"S4 method","upp","Bertrand","formal-test","tests/testthat/test-public-output-methods.R",""
